Nome da rede,Acuracia,Camadas,neuronios,learning_rate,momentum
C3N32L5M7,0.6481481194496155,3,32,0.5,0.7
C3N32L6M3,0.6604938507080078,3,32,0.6,0.3
C3N32L6M4,0.48765432834625244,3,32,0.6,0.4
C3N32L6M5,0.6481481194496155,3,32,0.6,0.5
C3N32L6M6,0.6481481194496155,3,32,0.6,0.6
C3N32L6M7,0.6481481194496155,3,32,0.6,0.7
C3N32L7M3,0.7160493731498718,3,32,0.7,0.3
C3N32L7M4,0.6481481194496155,3,32,0.7,0.4
C3N32L7M5,0.6481481194496155,3,32,0.7,0.5
C3N32L7M6,0.6481481194496155,3,32,0.7,0.6
C3N32L7M7,0.6481481194496155,3,32,0.7,0.7
C3N64L3M3,0.6481481194496155,3,64,0.3,0.3
C3N64L3M4,0.7160493731498718,3,64,0.3,0.4
C3N64L3M5,0.6481481194496155,3,64,0.3,0.5
C3N64L3M6,0.709876537322998,3,64,0.3,0.6
C3N64L3M7,0.6481481194496155,3,64,0.3,0.7
C3N64L4M3,0.4753086566925049,3,64,0.4,0.3
C3N64L4M4,0.4382716119289398,3,64,0.4,0.4
C3N64L4M5,0.6481481194496155,3,64,0.4,0.5
C3N64L4M6,0.6481481194496155,3,64,0.4,0.6
C3N64L4M7,0.6481481194496155,3,64,0.4,0.7
C3N64L5M3,0.6481481194496155,3,64,0.5,0.3
C3N64L5M4,0.6851851940155029,3,64,0.5,0.4
C3N64L5M5,0.6481481194496155,3,64,0.5,0.5
C3N64L5M6,0.6481481194496155,3,64,0.5,0.6
C3N64L5M7,0.6481481194496155,3,64,0.5,0.7
C3N64L6M3,0.7037037014961243,3,64,0.6,0.3
C3N64L6M4,0.6481481194496155,3,64,0.6,0.4
C3N64L6M5,0.6481481194496155,3,64,0.6,0.5
C3N64L6M6,0.6481481194496155,3,64,0.6,0.6
C3N64L6M7,0.6481481194496155,3,64,0.6,0.7
C3N64L7M3,0.6481481194496155,3,64,0.7,0.3
C3N64L7M4,0.3888888955116272,3,64,0.7,0.4
C3N64L7M5,0.6481481194496155,3,64,0.7,0.5
C3N64L7M6,0.6481481194496155,3,64,0.7,0.6
C3N64L7M7,0.6481481194496155,3,64,0.7,0.7
C3N128L3M3,0.6481481194496155,3,128,0.3,0.3
C3N128L3M4,0.7037037014961243,3,128,0.3,0.4
C3N128L3M5,0.6481481194496155,3,128,0.3,0.5
C3N128L3M6,0.6481481194496155,3,128,0.3,0.6
C3N128L3M7,0.7160493731498718,3,128,0.3,0.7
C3N128L4M3,0.709876537322998,3,128,0.4,0.3
C3N128L4M4,0.6728395223617554,3,128,0.4,0.4
C3N128L4M5,0.6234567761421204,3,128,0.4,0.5
C3N128L4M6,0.6481481194496155,3,128,0.4,0.6
C3N128L4M7,0.7037037014961243,3,128,0.4,0.7
C3N128L5M3,0.6481481194496155,3,128,0.5,0.3
C3N128L5M4,0.6481481194496155,3,128,0.5,0.4
C3N128L5M5,0.6481481194496155,3,128,0.5,0.5
C3N128L5M6,0.6481481194496155,3,128,0.5,0.6
C3N128L5M7,0.6481481194496155,3,128,0.5,0.7
C3N128L6M3,0.6481481194496155,3,128,0.6,0.3
C3N128L6M4,0.43209877610206604,3,128,0.6,0.4
C3N128L6M5,0.6481481194496155,3,128,0.6,0.5
C3N128L6M6,0.6481481194496155,3,128,0.6,0.6
C3N128L6M7,0.6481481194496155,3,128,0.6,0.7
C3N128L7M3,0.6481481194496155,3,128,0.7,0.3
C3N128L7M4,0.4197530746459961,3,128,0.7,0.4
C3N128L7M5,0.6481481194496155,3,128,0.7,0.5
C3N128L7M6,0.6481481194496155,3,128,0.7,0.6
C3N128L7M7,0.6481481194496155,3,128,0.7,0.7
C4N2L3M3,0.6481481194496155,4,2,0.3,0.3
C4N2L3M4,0.6481481194496155,4,2,0.3,0.4
C4N2L3M5,0.6481481194496155,4,2,0.3,0.5
C4N2L3M6,0.6481481194496155,4,2,0.3,0.6
C4N2L3M7,0.6481481194496155,4,2,0.3,0.7
C4N2L4M3,0.6481481194496155,4,2,0.4,0.3
C4N2L4M4,0.6481481194496155,4,2,0.4,0.4
C4N2L4M5,0.6481481194496155,4,2,0.4,0.5
C4N2L4M6,0.6481481194496155,4,2,0.4,0.6
C4N2L4M7,0.6481481194496155,4,2,0.4,0.7
C4N2L5M3,0.6481481194496155,4,2,0.5,0.3
C4N2L5M4,0.6481481194496155,4,2,0.5,0.4
C4N2L5M5,0.6481481194496155,4,2,0.5,0.5
C4N2L5M6,0.6481481194496155,4,2,0.5,0.6
C4N2L5M7,0.6481481194496155,4,2,0.5,0.7
C4N2L6M3,0.6481481194496155,4,2,0.6,0.3
C4N2L6M4,0.6481481194496155,4,2,0.6,0.4
C4N2L6M5,0.6481481194496155,4,2,0.6,0.5
C4N2L6M6,0.6481481194496155,4,2,0.6,0.6
C4N2L6M7,0.6481481194496155,4,2,0.6,0.7
C4N2L7M3,0.6481481194496155,4,2,0.7,0.3
C4N2L7M4,0.6481481194496155,4,2,0.7,0.4
C4N2L7M5,0.6481481194496155,4,2,0.7,0.5
C4N2L7M6,0.6481481194496155,4,2,0.7,0.6
C4N2L7M7,0.6481481194496155,4,2,0.7,0.7
C4N4L3M3,0.6481481194496155,4,4,0.3,0.3
C4N4L3M4,0.6481481194496155,4,4,0.3,0.4
C4N4L3M5,0.6481481194496155,4,4,0.3,0.5
C4N4L3M6,0.6481481194496155,4,4,0.3,0.6
C4N4L3M7,0.6481481194496155,4,4,0.3,0.7
C4N4L4M3,0.6481481194496155,4,4,0.4,0.3
C4N4L4M4,0.6481481194496155,4,4,0.4,0.4
C4N4L4M5,0.6481481194496155,4,4,0.4,0.5
C4N4L4M6,0.6481481194496155,4,4,0.4,0.6
C4N4L4M7,0.6481481194496155,4,4,0.4,0.7
C4N4L5M3,0.6481481194496155,4,4,0.5,0.3
C4N4L5M4,0.6481481194496155,4,4,0.5,0.4
C4N4L5M5,0.6481481194496155,4,4,0.5,0.5
C4N4L5M6,0.6481481194496155,4,4,0.5,0.6
C4N4L5M7,0.6481481194496155,4,4,0.5,0.7
C4N4L6M3,0.6481481194496155,4,4,0.6,0.3
C4N4L6M4,0.6481481194496155,4,4,0.6,0.4
C4N4L6M5,0.6481481194496155,4,4,0.6,0.5
C4N4L6M6,0.6481481194496155,4,4,0.6,0.6
C4N4L6M7,0.6481481194496155,4,4,0.6,0.7
C4N4L7M3,0.6481481194496155,4,4,0.7,0.3
C4N4L7M4,0.6481481194496155,4,4,0.7,0.4
C4N4L7M5,0.6481481194496155,4,4,0.7,0.5
C4N4L7M6,0.6481481194496155,4,4,0.7,0.6
C4N4L7M7,0.6481481194496155,4,4,0.7,0.7
C4N8L3M3,0.6481481194496155,4,8,0.3,0.3
C4N8L3M4,0.6481481194496155,4,8,0.3,0.4
C4N8L3M5,0.35185185074806213,4,8,0.3,0.5
C4N8L3M7,0.6481481194496155,4,8,0.3,0.7
C4N8L4M3,0.6481481194496155,4,8,0.4,0.3
C4N8L4M4,0.6481481194496155,4,8,0.4,0.4
C4N8L4M5,0.6481481194496155,4,8,0.4,0.5
C4N8L4M6,0.654321014881134,4,8,0.4,0.6
C4N8L4M7,0.6481481194496155,4,8,0.4,0.7
C4N8L5M3,0.6481481194496155,4,8,0.5,0.3
C4N8L5M4,0.6481481194496155,4,8,0.5,0.4
C4N8L5M5,0.6481481194496155,4,8,0.5,0.5
C4N8L5M6,0.6481481194496155,4,8,0.5,0.6
C4N8L5M7,0.6481481194496155,4,8,0.5,0.7
C4N8L6M3,0.6481481194496155,4,8,0.6,0.3
C4N8L6M4,0.6481481194496155,4,8,0.6,0.4
C4N8L6M5,0.6481481194496155,4,8,0.6,0.5
C4N8L6M6,0.6481481194496155,4,8,0.6,0.6
C4N8L6M7,0.6481481194496155,4,8,0.6,0.7
C4N8L7M3,0.42592594027519226,4,8,0.7,0.3
C4N8L7M4,0.6481481194496155,4,8,0.7,0.4
C4N8L7M5,0.6481481194496155,4,8,0.7,0.5
C4N8L7M6,0.6481481194496155,4,8,0.7,0.6
C4N8L7M7,0.6481481194496155,4,8,0.7,0.7
C4N16L3M3,0.6481481194496155,4,16,0.3,0.3
C4N16L3M4,0.6481481194496155,4,16,0.3,0.4
C4N16L3M5,0.5370370149612427,4,16,0.3,0.5
C4N16L3M6,0.6481481194496155,4,16,0.3,0.6
C4N16L3M7,0.6481481194496155,4,16,0.3,0.7
C4N16L4M3,0.6481481194496155,4,16,0.4,0.3
C4N16L4M4,0.6481481194496155,4,16,0.4,0.4
C4N16L4M5,0.6481481194496155,4,16,0.4,0.5
C4N16L4M6,0.6481481194496155,4,16,0.4,0.6
C4N16L4M7,0.6481481194496155,4,16,0.4,0.7
C4N16L5M3,0.6481481194496155,4,16,0.5,0.3
C4N16L5M4,0.6481481194496155,4,16,0.5,0.4
C4N16L5M5,0.6481481194496155,4,16,0.5,0.5
C4N16L5M6,0.6481481194496155,4,16,0.5,0.6
C4N16L5M7,0.6481481194496155,4,16,0.5,0.7
C4N16L6M3,0.6481481194496155,4,16,0.6,0.3
C4N16L6M4,0.6481481194496155,4,16,0.6,0.4
C4N16L6M5,0.6481481194496155,4,16,0.6,0.5
C4N16L6M6,0.6481481194496155,4,16,0.6,0.6
C4N16L6M7,0.6481481194496155,4,16,0.6,0.7
C4N16L7M3,0.6481481194496155,4,16,0.7,0.3
C4N16L7M4,0.6481481194496155,4,16,0.7,0.4
C4N16L7M5,0.6481481194496155,4,16,0.7,0.5
C4N16L7M6,0.6481481194496155,4,16,0.7,0.6
C4N16L7M7,0.6481481194496155,4,16,0.7,0.7
C4N32L3M3,0.6851851940155029,4,32,0.3,0.3
C4N32L3M4,0.6728395223617554,4,32,0.3,0.4
C4N32L3M5,0.6481481194496155,4,32,0.3,0.5
C4N32L3M6,0.6481481194496155,4,32,0.3,0.6
C4N32L3M7,0.6666666865348816,4,32,0.3,0.7
C4N32L4M3,0.7160493731498718,4,32,0.4,0.3
C4N32L4M4,0.6481481194496155,4,32,0.4,0.4
C4N32L4M5,0.6481481194496155,4,32,0.4,0.5
C4N32L4M6,0.6481481194496155,4,32,0.4,0.6
C4N32L4M7,0.6481481194496155,4,32,0.4,0.7
C4N32L5M3,0.6481481194496155,4,32,0.5,0.3
C4N32L5M4,0.6913580298423767,4,32,0.5,0.4
C4N32L5M5,0.6481481194496155,4,32,0.5,0.5
C4N32L5M6,0.6481481194496155,4,32,0.5,0.6
C4N32L5M7,0.6481481194496155,4,32,0.5,0.7
C4N32L6M3,0.6481481194496155,4,32,0.6,0.3
C4N32L6M4,0.6481481194496155,4,32,0.6,0.4
C4N32L6M5,0.6481481194496155,4,32,0.6,0.5
C4N32L6M6,0.6481481194496155,4,32,0.6,0.6
C4N32L6M7,0.6481481194496155,4,32,0.6,0.7
C4N32L7M3,0.6481481194496155,4,32,0.7,0.3
C4N32L7M4,0.6481481194496155,4,32,0.7,0.4
C4N32L7M5,0.6481481194496155,4,32,0.7,0.5
C4N32L7M6,0.6481481194496155,4,32,0.7,0.6
C4N32L7M7,0.6481481194496155,4,32,0.7,0.7
C4N64L3M3,0.6481481194496155,4,64,0.3,0.3
C4N64L3M4,0.6481481194496155,4,64,0.3,0.4
C4N64L3M5,0.6481481194496155,4,64,0.3,0.5
C4N64L3M6,0.7160493731498718,4,64,0.3,0.6
C4N64L3M7,0.6481481194496155,4,64,0.3,0.7
C4N64L4M3,0.6481481194496155,4,64,0.4,0.3
C4N64L4M4,0.6481481194496155,4,64,0.4,0.4
C4N64L4M5,0.6481481194496155,4,64,0.4,0.5
C4N64L4M6,0.6975308656692505,4,64,0.4,0.6
C4N64L4M7,0.6481481194496155,4,64,0.4,0.7
C4N64L5M3,0.6481481194496155,4,64,0.5,0.3
C4N64L5M4,0.6481481194496155,4,64,0.5,0.4
C4N64L5M5,0.6481481194496155,4,64,0.5,0.5
C4N64L5M6,0.6481481194496155,4,64,0.5,0.6
C4N64L5M7,0.6481481194496155,4,64,0.5,0.7
C4N64L6M3,0.6481481194496155,4,64,0.6,0.3
C4N64L6M4,0.6481481194496155,4,64,0.6,0.4
C4N64L6M5,0.6481481194496155,4,64,0.6,0.5
C4N64L6M6,0.6481481194496155,4,64,0.6,0.6
C4N64L6M7,0.6481481194496155,4,64,0.6,0.7
C4N64L7M3,0.6481481194496155,4,64,0.7,0.3
C4N64L7M4,0.6481481194496155,4,64,0.7,0.4
C4N64L7M5,0.709876537322998,4,64,0.7,0.5
C4N64L7M6,0.6481481194496155,4,64,0.7,0.6
C4N64L7M7,0.6481481194496155,4,64,0.7,0.7
C4N128L3M3,0.6481481194496155,4,128,0.3,0.3
C4N128L3M4,0.6975308656692505,4,128,0.3,0.4
C4N128L3M5,0.6481481194496155,4,128,0.3,0.5
C4N128L3M6,0.6481481194496155,4,128,0.3,0.6
C4N128L3M7,0.6481481194496155,4,128,0.3,0.7
C4N128L4M3,0.7160493731498718,4,128,0.4,0.3
C4N128L4M4,0.6481481194496155,4,128,0.4,0.4
C4N128L4M5,0.7222222089767456,4,128,0.4,0.5
C4N128L4M6,0.7160493731498718,4,128,0.4,0.6
C4N128L4M7,0.6481481194496155,4,128,0.4,0.7
C4N128L5M3,0.6913580298423767,4,128,0.5,0.3
C4N128L5M4,0.6481481194496155,4,128,0.5,0.4
C4N128L5M5,0.6481481194496155,4,128,0.5,0.5
C4N128L5M6,0.6481481194496155,4,128,0.5,0.6
C4N128L5M7,0.6913580298423767,4,128,0.5,0.7
C4N128L6M3,0.6481481194496155,4,128,0.6,0.3
C4N128L6M4,0.6481481194496155,4,128,0.6,0.4
C4N128L6M5,0.6481481194496155,4,128,0.6,0.5
C4N128L6M6,0.40123456716537476,4,128,0.6,0.6
C4N128L6M7,0.6481481194496155,4,128,0.6,0.7
C4N128L7M3,0.6481481194496155,4,128,0.7,0.3
C4N128L7M4,0.6481481194496155,4,128,0.7,0.4
C4N128L7M5,0.6481481194496155,4,128,0.7,0.5
C4N128L7M6,0.6481481194496155,4,128,0.7,0.6
C4N128L7M7,0.6481481194496155,4,128,0.7,0.7
C5N2L3M3,0.6481481194496155,5,2,0.3,0.3
C5N2L3M4,0.6481481194496155,5,2,0.3,0.4
C5N2L3M5,0.6481481194496155,5,2,0.3,0.5
C5N2L3M6,0.6481481194496155,5,2,0.3,0.6
C5N2L3M7,0.6481481194496155,5,2,0.3,0.7
C5N2L4M3,0.6481481194496155,5,2,0.4,0.3
C5N2L4M4,0.6481481194496155,5,2,0.4,0.4
C5N2L4M5,0.6481481194496155,5,2,0.4,0.5
C5N2L4M6,0.6481481194496155,5,2,0.4,0.6
C5N2L4M7,0.6481481194496155,5,2,0.4,0.7
C5N2L5M3,0.6481481194496155,5,2,0.5,0.3
C5N2L5M4,0.6481481194496155,5,2,0.5,0.4
C5N2L5M5,0.6481481194496155,5,2,0.5,0.5
C5N2L5M6,0.6481481194496155,5,2,0.5,0.6
C5N2L5M7,0.6481481194496155,5,2,0.5,0.7
C5N2L6M3,0.6481481194496155,5,2,0.6,0.3
C5N2L6M4,0.6481481194496155,5,2,0.6,0.4
C5N2L6M5,0.6481481194496155,5,2,0.6,0.5
C5N2L6M6,0.6481481194496155,5,2,0.6,0.6
C5N2L6M7,0.6481481194496155,5,2,0.6,0.7
C5N2L7M3,0.6481481194496155,5,2,0.7,0.3
C5N2L7M4,0.6481481194496155,5,2,0.7,0.4
C5N2L7M5,0.6481481194496155,5,2,0.7,0.5
C5N2L7M6,0.6481481194496155,5,2,0.7,0.6
C5N2L7M7,0.6481481194496155,5,2,0.7,0.7
C5N4L3M3,0.6481481194496155,5,4,0.3,0.3
C5N4L3M4,0.6481481194496155,5,4,0.3,0.4
C5N4L3M5,0.6481481194496155,5,4,0.3,0.5
C5N4L3M6,0.6481481194496155,5,4,0.3,0.6
C5N4L3M7,0.6481481194496155,5,4,0.3,0.7
C5N4L4M3,0.6481481194496155,5,4,0.4,0.3
C5N4L4M4,0.6481481194496155,5,4,0.4,0.4
C5N4L4M5,0.6481481194496155,5,4,0.4,0.5
C5N4L4M6,0.6481481194496155,5,4,0.4,0.6
C5N4L4M7,0.6481481194496155,5,4,0.4,0.7
C5N4L5M3,0.6481481194496155,5,4,0.5,0.3
C5N4L5M4,0.6481481194496155,5,4,0.5,0.4
C5N4L5M5,0.6481481194496155,5,4,0.5,0.5
C5N4L5M6,0.6481481194496155,5,4,0.5,0.6
C5N4L5M7,0.6481481194496155,5,4,0.5,0.7
C5N4L6M3,0.6481481194496155,5,4,0.6,0.3
C5N4L6M4,0.6481481194496155,5,4,0.6,0.4
C5N4L6M5,0.6481481194496155,5,4,0.6,0.5
C5N4L6M6,0.6481481194496155,5,4,0.6,0.6
C5N4L6M7,0.6481481194496155,5,4,0.6,0.7
C5N4L7M3,0.6481481194496155,5,4,0.7,0.3
C5N4L7M4,0.6481481194496155,5,4,0.7,0.4
C5N4L7M5,0.6481481194496155,5,4,0.7,0.5
C5N4L7M6,0.6481481194496155,5,4,0.7,0.6
C5N4L7M7,0.6481481194496155,5,4,0.7,0.7
C5N8L3M3,0.6481481194496155,5,8,0.3,0.3
C5N8L3M4,0.6481481194496155,5,8,0.3,0.4
C5N8L3M5,0.6481481194496155,5,8,0.3,0.5
C5N8L3M6,0.6481481194496155,5,8,0.3,0.6
C5N8L3M7,0.6481481194496155,5,8,0.3,0.7
C5N8L4M3,0.6481481194496155,5,8,0.4,0.3
C5N8L4M4,0.6481481194496155,5,8,0.4,0.4
C5N8L4M5,0.4753086566925049,5,8,0.4,0.5
C5N8L4M6,0.6481481194496155,5,8,0.4,0.6
C5N8L4M7,0.6481481194496155,5,8,0.4,0.7
C5N8L5M3,0.6481481194496155,5,8,0.5,0.3
C5N8L5M4,0.6481481194496155,5,8,0.5,0.4
C5N8L5M5,0.6481481194496155,5,8,0.5,0.5
C5N8L5M6,0.6481481194496155,5,8,0.5,0.6
C5N8L5M7,0.6481481194496155,5,8,0.5,0.7
C5N8L6M3,0.6481481194496155,5,8,0.6,0.3
C5N8L6M4,0.6481481194496155,5,8,0.6,0.4
C5N8L6M5,0.6481481194496155,5,8,0.6,0.5
C5N8L6M6,0.6481481194496155,5,8,0.6,0.6
C5N8L6M7,0.6481481194496155,5,8,0.6,0.7
C5N8L7M3,0.6481481194496155,5,8,0.7,0.3
C5N8L7M4,0.6481481194496155,5,8,0.7,0.4
C5N8L7M5,0.6481481194496155,5,8,0.7,0.5
C5N8L7M6,0.6481481194496155,5,8,0.7,0.6
C5N8L7M7,0.6481481194496155,5,8,0.7,0.7
C5N16L3M3,0.6481481194496155,5,16,0.3,0.3
C5N16L3M4,0.6481481194496155,5,16,0.3,0.4
C5N16L3M5,0.6481481194496155,5,16,0.3,0.5
C5N16L3M6,0.6481481194496155,5,16,0.3,0.6
C5N16L3M7,0.6481481194496155,5,16,0.3,0.7
C5N16L4M3,0.6481481194496155,5,16,0.4,0.3
C5N16L4M4,0.6481481194496155,5,16,0.4,0.4
C5N16L4M5,0.6481481194496155,5,16,0.4,0.5
C5N16L4M6,0.6481481194496155,5,16,0.4,0.6
C5N16L4M7,0.6481481194496155,5,16,0.4,0.7
C5N16L5M3,0.6481481194496155,5,16,0.5,0.3
C5N16L5M4,0.6481481194496155,5,16,0.5,0.4
C5N16L5M5,0.6481481194496155,5,16,0.5,0.5
C5N16L5M6,0.6481481194496155,5,16,0.5,0.6
C5N16L5M7,0.6481481194496155,5,16,0.5,0.7
C5N16L6M3,0.6481481194496155,5,16,0.6,0.3
C5N16L6M4,0.6481481194496155,5,16,0.6,0.4
C5N16L6M5,0.6481481194496155,5,16,0.6,0.5
C5N16L6M6,0.6481481194496155,5,16,0.6,0.6
C5N16L6M7,0.6481481194496155,5,16,0.6,0.7
C5N16L7M3,0.6481481194496155,5,16,0.7,0.3
C5N16L7M4,0.6481481194496155,5,16,0.7,0.4
C5N16L7M5,0.6481481194496155,5,16,0.7,0.5
C5N16L7M6,0.6481481194496155,5,16,0.7,0.6
C5N16L7M7,0.6481481194496155,5,16,0.7,0.7
C5N32L3M3,0.709876537322998,5,32,0.3,0.3
C5N32L3M4,0.6481481194496155,5,32,0.3,0.4
C5N32L3M5,0.6481481194496155,5,32,0.3,0.5
C5N32L3M6,0.6481481194496155,5,32,0.3,0.6
C5N32L3M7,0.6481481194496155,5,32,0.3,0.7
C5N32L4M3,0.6481481194496155,5,32,0.4,0.3
C5N32L4M4,0.6111111044883728,5,32,0.4,0.4
C5N32L4M5,0.6481481194496155,5,32,0.4,0.5
C5N32L4M6,0.6481481194496155,5,32,0.4,0.6
C5N32L4M7,0.6481481194496155,5,32,0.4,0.7
C5N32L5M3,0.6481481194496155,5,32,0.5,0.3
C5N32L5M4,0.6481481194496155,5,32,0.5,0.4
C5N32L5M5,0.6481481194496155,5,32,0.5,0.5
C5N32L5M6,0.6481481194496155,5,32,0.5,0.6
C5N32L5M7,0.6481481194496155,5,32,0.5,0.7
C5N32L6M3,0.6604938507080078,5,32,0.6,0.3
C5N32L6M4,0.6481481194496155,5,32,0.6,0.4
C5N32L6M5,0.6481481194496155,5,32,0.6,0.5
C5N32L6M6,0.6481481194496155,5,32,0.6,0.6
C5N32L6M7,0.6481481194496155,5,32,0.6,0.7
C5N32L7M3,0.6481481194496155,5,32,0.7,0.3
C5N32L7M4,0.6481481194496155,5,32,0.7,0.4
C5N32L7M5,0.6481481194496155,5,32,0.7,0.5
C5N32L7M6,0.6481481194496155,5,32,0.7,0.6
C5N32L7M7,0.6481481194496155,5,32,0.7,0.7
C5N64L3M3,0.4444444477558136,5,64,0.3,0.3
C5N64L3M4,0.6481481194496155,5,64,0.3,0.4
C5N64L3M5,0.6481481194496155,5,64,0.3,0.5
C5N64L3M6,0.6481481194496155,5,64,0.3,0.6
C5N64L3M7,0.6481481194496155,5,64,0.3,0.7
C5N64L4M3,0.6481481194496155,5,64,0.4,0.3
C5N64L4M4,0.6481481194496155,5,64,0.4,0.4
C5N64L4M5,0.6481481194496155,5,64,0.4,0.5
C5N64L4M6,0.6481481194496155,5,64,0.4,0.6
C5N64L4M7,0.6481481194496155,5,64,0.4,0.7
C5N64L5M3,0.6481481194496155,5,64,0.5,0.3
C5N64L5M4,0.6481481194496155,5,64,0.5,0.4
C5N64L5M5,0.6481481194496155,5,64,0.5,0.5
C5N64L5M6,0.6481481194496155,5,64,0.5,0.6
C5N64L5M7,0.6481481194496155,5,64,0.5,0.7
C5N64L6M3,0.6481481194496155,5,64,0.6,0.3
C5N64L6M4,0.6481481194496155,5,64,0.6,0.4
C5N64L6M5,0.6481481194496155,5,64,0.6,0.5
C5N64L6M6,0.6481481194496155,5,64,0.6,0.6
C5N64L6M7,0.6481481194496155,5,64,0.6,0.7
C5N64L7M3,0.395061731338501,5,64,0.7,0.3
C5N64L7M4,0.6481481194496155,5,64,0.7,0.4
C5N64L7M5,0.37654322385787964,5,64,0.7,0.5
C5N64L7M6,0.6481481194496155,5,64,0.7,0.6
C5N64L7M7,0.6481481194496155,5,64,0.7,0.7
C5N128L3M3,0.6913580298423767,5,128,0.3,0.3
C5N128L3M4,0.6481481194496155,5,128,0.3,0.4
C5N128L3M5,0.6481481194496155,5,128,0.3,0.5
C5N128L3M6,0.6481481194496155,5,128,0.3,0.6
C5N128L3M7,0.6481481194496155,5,128,0.3,0.7
C5N128L4M3,0.6481481194496155,5,128,0.4,0.3
C5N128L4M4,0.6481481194496155,5,128,0.4,0.4
C5N128L4M5,0.6481481194496155,5,128,0.4,0.5
C5N128L4M6,0.6481481194496155,5,128,0.4,0.6
C5N128L4M7,0.6481481194496155,5,128,0.4,0.7
C5N128L5M3,0.6481481194496155,5,128,0.5,0.3
C5N128L5M4,0.6481481194496155,5,128,0.5,0.4
C5N128L5M5,0.6481481194496155,5,128,0.5,0.5
C5N128L5M6,0.6481481194496155,5,128,0.5,0.6
C5N128L5M7,0.6481481194496155,5,128,0.5,0.7
C5N128L6M3,0.6728395223617554,5,128,0.6,0.3
C5N128L6M4,0.6481481194496155,5,128,0.6,0.4
C5N128L6M5,0.6481481194496155,5,128,0.6,0.5
C5N128L6M6,0.6481481194496155,5,128,0.6,0.6
C5N128L6M7,0.6481481194496155,5,128,0.6,0.7
C5N128L7M3,0.6481481194496155,5,128,0.7,0.3
C5N128L7M4,0.6481481194496155,5,128,0.7,0.4
C5N128L7M5,0.6481481194496155,5,128,0.7,0.5
C5N128L7M6,0.6481481194496155,5,128,0.7,0.6
C5N128L7M7,0.6481481194496155,5,128,0.7,0.7
