Nome da rede,Acuracia,Camadas,neuronios,learning_rate,momentum
C2N32L6M4,0.6481481194496155,2,32,0.6,0.4
C2N32L6M5,0.6975308656692505,2,32,0.6,0.5
C2N32L6M6,0.6481481194496155,2,32,0.6,0.6
C2N32L6M7,0.7037037014961243,2,32,0.6,0.7
C2N32L7M3,0.42592594027519226,2,32,0.7,0.3
C2N32L7M4,0.6975308656692505,2,32,0.7,0.4
C2N32L7M5,0.6666666865348816,2,32,0.7,0.5
C2N32L7M6,0.6481481194496155,2,32,0.7,0.6
C2N32L7M7,0.6481481194496155,2,32,0.7,0.7
C2N64L3M3,0.6728395223617554,2,64,0.3,0.3
C2N64L3M4,0.6481481194496155,2,64,0.3,0.4
C2N64L3M5,0.6604938507080078,2,64,0.3,0.5
C2N64L3M6,0.709876537322998,2,64,0.3,0.6
C2N64L3M7,0.7160493731498718,2,64,0.3,0.7
C2N64L4M3,0.654321014881134,2,64,0.4,0.3
C2N64L4M4,0.6481481194496155,2,64,0.4,0.4
C2N64L4M5,0.6851851940155029,2,64,0.4,0.5
C2N64L4M6,0.709876537322998,2,64,0.4,0.6
C2N64L4M7,0.6666666865348816,2,64,0.4,0.7
C2N64L5M3,0.6481481194496155,2,64,0.5,0.3
C2N64L5M4,0.6481481194496155,2,64,0.5,0.4
C2N64L5M5,0.6975308656692505,2,64,0.5,0.5
C2N64L5M6,0.6481481194496155,2,64,0.5,0.6
C2N64L5M7,0.6481481194496155,2,64,0.5,0.7
C2N64L6M3,0.6481481194496155,2,64,0.6,0.3
C2N64L6M4,0.6111111044883728,2,64,0.6,0.4
C2N64L6M5,0.6913580298423767,2,64,0.6,0.5
C2N64L6M6,0.6481481194496155,2,64,0.6,0.6
C2N64L6M7,0.6790123581886292,2,64,0.6,0.7
C2N64L7M3,0.6481481194496155,2,64,0.7,0.3
C2N64L7M4,0.6481481194496155,2,64,0.7,0.4
C2N64L7M5,0.6481481194496155,2,64,0.7,0.5
C2N64L7M6,0.6481481194496155,2,64,0.7,0.6
C2N64L7M7,0.6481481194496155,2,64,0.7,0.7
C2N128L3M3,0.6975308656692505,2,128,0.3,0.3
C2N128L3M4,0.6728395223617554,2,128,0.3,0.4
C2N128L3M5,0.6975308656692505,2,128,0.3,0.5
C2N128L3M6,0.6975308656692505,2,128,0.3,0.6
C2N128L3M7,0.7160493731498718,2,128,0.3,0.7
C2N128L4M3,0.709876537322998,2,128,0.4,0.3
C2N128L4M4,0.6790123581886292,2,128,0.4,0.4
C2N128L4M5,0.709876537322998,2,128,0.4,0.5
C2N128L4M6,0.6604938507080078,2,128,0.4,0.6
C2N128L4M7,0.6481481194496155,2,128,0.4,0.7
C2N128L5M3,0.6481481194496155,2,128,0.5,0.3
C2N128L5M4,0.6913580298423767,2,128,0.5,0.4
C2N128L5M5,0.48765432834625244,2,128,0.5,0.5
C2N128L5M6,0.654321014881134,2,128,0.5,0.6
C2N128L5M7,0.6975308656692505,2,128,0.5,0.7
C2N128L6M3,0.5061728358268738,2,128,0.6,0.3
C2N128L6M4,0.7037037014961243,2,128,0.6,0.4
C2N128L6M5,0.6481481194496155,2,128,0.6,0.5
C2N128L6M6,0.5493826866149902,2,128,0.6,0.6
C2N128L6M7,0.6481481194496155,2,128,0.6,0.7
C2N128L7M3,0.7160493731498718,2,128,0.7,0.3
C2N128L7M4,0.6481481194496155,2,128,0.7,0.4
C2N128L7M5,0.6481481194496155,2,128,0.7,0.5
C2N128L7M6,0.6481481194496155,2,128,0.7,0.6
C2N128L7M7,0.6666666865348816,2,128,0.7,0.7
C3N2L3M3,0.6481481194496155,3,2,0.3,0.3
C3N2L3M4,0.6481481194496155,3,2,0.3,0.4
C3N2L3M5,0.6481481194496155,3,2,0.3,0.5
C3N2L3M6,0.6481481194496155,3,2,0.3,0.6
C3N2L3M7,0.6481481194496155,3,2,0.3,0.7
C3N2L4M3,0.6481481194496155,3,2,0.4,0.3
C3N2L4M4,0.6481481194496155,3,2,0.4,0.4
C3N2L4M5,0.6481481194496155,3,2,0.4,0.5
C3N2L4M6,0.6481481194496155,3,2,0.4,0.6
C3N2L4M7,0.6481481194496155,3,2,0.4,0.7
C3N2L5M3,0.6481481194496155,3,2,0.5,0.3
C3N2L5M4,0.6481481194496155,3,2,0.5,0.4
C3N2L5M5,0.6481481194496155,3,2,0.5,0.5
C3N2L5M6,0.6481481194496155,3,2,0.5,0.6
C3N2L5M7,0.6481481194496155,3,2,0.5,0.7
C3N2L6M3,0.6481481194496155,3,2,0.6,0.3
C3N2L6M4,0.6481481194496155,3,2,0.6,0.4
C3N2L6M5,0.6481481194496155,3,2,0.6,0.5
C3N2L6M6,0.6481481194496155,3,2,0.6,0.6
C3N2L6M7,0.6481481194496155,3,2,0.6,0.7
C3N2L7M3,0.6481481194496155,3,2,0.7,0.3
C3N2L7M4,0.6481481194496155,3,2,0.7,0.4
C3N2L7M5,0.6481481194496155,3,2,0.7,0.5
C3N2L7M6,0.6481481194496155,3,2,0.7,0.6
C3N2L7M7,0.6481481194496155,3,2,0.7,0.7
C3N4L3M3,0.6481481194496155,3,4,0.3,0.3
C3N4L3M4,0.6481481194496155,3,4,0.3,0.4
C3N4L3M5,0.6481481194496155,3,4,0.3,0.5
C3N4L3M6,0.6481481194496155,3,4,0.3,0.6
C3N4L3M7,0.6481481194496155,3,4,0.3,0.7
C3N4L4M3,0.6481481194496155,3,4,0.4,0.3
C3N4L4M4,0.6481481194496155,3,4,0.4,0.4
C3N4L4M5,0.6481481194496155,3,4,0.4,0.5
C3N4L4M6,0.6481481194496155,3,4,0.4,0.6
C3N4L4M7,0.6481481194496155,3,4,0.4,0.7
C3N4L5M3,0.6481481194496155,3,4,0.5,0.3
C3N4L5M4,0.6481481194496155,3,4,0.5,0.4
C3N4L5M5,0.6481481194496155,3,4,0.5,0.5
C3N4L5M6,0.6481481194496155,3,4,0.5,0.6
C3N4L5M7,0.6481481194496155,3,4,0.5,0.7
C3N4L6M3,0.6481481194496155,3,4,0.6,0.3
C3N4L6M4,0.6481481194496155,3,4,0.6,0.4
C3N4L6M5,0.6481481194496155,3,4,0.6,0.5
C3N4L6M6,0.6481481194496155,3,4,0.6,0.6
C3N4L6M7,0.6481481194496155,3,4,0.6,0.7
C3N4L7M3,0.6481481194496155,3,4,0.7,0.3
C3N4L7M4,0.6481481194496155,3,4,0.7,0.4
C3N4L7M5,0.6481481194496155,3,4,0.7,0.5
C3N4L7M6,0.6481481194496155,3,4,0.7,0.6
C3N4L7M7,0.6481481194496155,3,4,0.7,0.7
C3N8L3M3,0.6481481194496155,3,8,0.3,0.3
C3N8L3M4,0.6481481194496155,3,8,0.3,0.4
C3N8L3M5,0.6481481194496155,3,8,0.3,0.5
C3N8L3M6,0.6481481194496155,3,8,0.3,0.6
C3N8L3M7,0.6481481194496155,3,8,0.3,0.7
C3N8L4M3,0.6481481194496155,3,8,0.4,0.3
C3N8L4M4,0.6481481194496155,3,8,0.4,0.4
C3N8L4M5,0.6481481194496155,3,8,0.4,0.5
C3N8L4M6,0.6481481194496155,3,8,0.4,0.6
C3N8L4M7,0.6481481194496155,3,8,0.4,0.7
C3N8L5M3,0.6481481194496155,3,8,0.5,0.3
C3N8L5M4,0.6481481194496155,3,8,0.5,0.4
C3N8L5M5,0.6481481194496155,3,8,0.5,0.5
C3N8L5M6,0.6481481194496155,3,8,0.5,0.6
C3N8L5M7,0.6481481194496155,3,8,0.5,0.7
C3N8L6M3,0.6481481194496155,3,8,0.6,0.3
C3N8L6M4,0.6481481194496155,3,8,0.6,0.4
C3N8L6M5,0.6481481194496155,3,8,0.6,0.5
C3N8L6M6,0.6481481194496155,3,8,0.6,0.6
C3N8L6M7,0.6481481194496155,3,8,0.6,0.7
C3N8L7M3,0.6481481194496155,3,8,0.7,0.3
C3N8L7M4,0.6481481194496155,3,8,0.7,0.4
C3N8L7M5,0.6481481194496155,3,8,0.7,0.5
C3N8L7M6,0.6481481194496155,3,8,0.7,0.6
C3N8L7M7,0.6481481194496155,3,8,0.7,0.7
C3N16L3M3,0.6481481194496155,3,16,0.3,0.3
C3N16L3M4,0.7160493731498718,3,16,0.3,0.4
C3N16L3M5,0.6790123581886292,3,16,0.3,0.5
C3N16L3M6,0.6481481194496155,3,16,0.3,0.6
C3N16L3M7,0.6481481194496155,3,16,0.3,0.7
C3N16L4M3,0.6481481194496155,3,16,0.4,0.3
C3N16L4M4,0.6481481194496155,3,16,0.4,0.4
C3N16L4M5,0.6481481194496155,3,16,0.4,0.5
C3N16L4M6,0.6481481194496155,3,16,0.4,0.6
C3N16L4M7,0.6481481194496155,3,16,0.4,0.7
C3N16L5M3,0.6481481194496155,3,16,0.5,0.3
C3N16L5M4,0.6481481194496155,3,16,0.5,0.4
C3N16L5M5,0.6481481194496155,3,16,0.5,0.5
C3N16L5M6,0.6481481194496155,3,16,0.5,0.6
C3N16L5M7,0.6481481194496155,3,16,0.5,0.7
C3N16L6M3,0.6481481194496155,3,16,0.6,0.3
C3N16L6M4,0.6481481194496155,3,16,0.6,0.4
C3N16L6M5,0.6481481194496155,3,16,0.6,0.5
C3N16L6M6,0.6481481194496155,3,16,0.6,0.6
C3N16L6M7,0.6481481194496155,3,16,0.6,0.7
C3N16L7M3,0.6481481194496155,3,16,0.7,0.3
C3N16L7M4,0.6481481194496155,3,16,0.7,0.4
C3N16L7M5,0.6481481194496155,3,16,0.7,0.5
C3N16L7M6,0.6481481194496155,3,16,0.7,0.6
C3N16L7M7,0.6481481194496155,3,16,0.7,0.7
C3N32L3M3,0.7222222089767456,3,32,0.3,0.3
C3N32L3M4,0.5925925970077515,3,32,0.3,0.4
C3N32L3M5,0.6481481194496155,3,32,0.3,0.5
C3N32L3M6,0.5493826866149902,3,32,0.3,0.6
C3N32L3M7,0.6481481194496155,3,32,0.3,0.7
C3N32L4M3,0.6481481194496155,3,32,0.4,0.3
C3N32L4M4,0.709876537322998,3,32,0.4,0.4
C3N32L4M5,0.6481481194496155,3,32,0.4,0.5
C3N32L4M6,0.6481481194496155,3,32,0.4,0.6
C3N32L4M7,0.6481481194496155,3,32,0.4,0.7
C3N32L5M3,0.6481481194496155,3,32,0.5,0.3
C3N32L5M4,0.6481481194496155,3,32,0.5,0.4
C3N32L5M5,0.6481481194496155,3,32,0.5,0.5
C3N32L5M6,0.6481481194496155,3,32,0.5,0.6
